id,recency,total_purchase,frequency,last_purchase_amount,region,gender,age,repeater
4075342354,99,5.19,2,2.99,West,Male,47,Yes
312989805,27,62.39,11,6,South-West,Male,48,No
557152669,155,10.17,3,3.19,Mid-Atlantic,Female,32,No
2516685761,261,5.98,2,2.99,South-West,Male,23,No
3349969997,31,7.38,2,3.69,West,Male,42,Yes
766711196,27,11.53,3,3.89,Mid-West,Male,30,No
4625829547,183,7.78,1,7.78,Mid-Atlantic,Male,37,No
1817362858,45,5.78,2,3.12,South-East,Female,41,No
500281082,101,12.37,3,3.99,Mid-Atlantic,Female,43,Yes
463526667,30,23.66,9,2.5,West,Male,73,Yes
4636310568,176,3.99,1,3.99,Mid-Atlantic,Male,32,No
4618136620,55,11.97,3,3.99,Mid-Atlantic,Female,48,Yes
125090343,172,6.98,1,6.98,South-West,Female,51,No
4641330399,109,18.55,5,3.99,Mid-West,Male,48,No
496916701,205,7.98,2,3.99,Mid-Atlantic,Male,42,Yes
231072710,42,5,1,5,North-West,Male,33,No
4625105945,55,3.99,1,3.99,Mid-Atlantic,Male,47,Yes
4623651560,180,4.49,1,4.49,Mid-West,Female,42,Yes
769857041,54,3.79,1,3.79,South-East,Male,35,Yes
4636310060,141,6.38,2,3.19,Mid-West,Female,47,Yes
4625672903,178,16.46,3,4.49,Mid-West,Female,43,Yes
2441743689,136,3.29,1,3.29,West,Female,53,Yes
103672492,16,6.29,2,2.79,South-East,Female,31,No
562805825,183,7.18,2,3.19,Mid-Atlantic,Male,42,Yes
4625998200,172,19.95,3,7.98,Mid-West,Male,83,No
583756115,238,12.37,3,3.99,Mid-Atlantic,Female,33,Yes
561947974,263,7.68,2,4.49,Mid-Atlantic,Female,42,Yes
497484683,194,3.99,1,3.99,Mid-Atlantic,Female,22,No
4623869180,174,3.39,1,3.39,Mid-Atlantic,Female,32,Yes
496376927,175,3.19,1,3.19,Mid-Atlantic,Male,42,Yes
599885552,297,3.99,1,3.99,Mid-Atlantic,Female,37,No
713507846,306,3.39,1,3.39,North-West,Female,30,No
599196796,234,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
2643794472,43,30.47,8,4.12,North-West,Female,49,No
4619530448,242,4.69,1,4.69,Mid-Atlantic,Female,42,Yes
100262437,171,10.17,2,5.42,North-East,Female,46,Yes
601855891,146,7.38,2,4.39,Mid-Atlantic,Male,37,No
2761870796,68,8.6,3,2.62,South-East,Female,43,Yes
4353923242,105,3.37,1,3.37,South-West,Male,47,No
2672542134,158,6.98,1,6.98,South-West,Male,58,No
223328776,120,6.58,2,3.29,Mid-Atlantic,Male,43,Yes
583640195,179,8.38,2,3.99,Mid-Atlantic,Male,62,Yes
4631054437,207,7.98,2,3.99,Mid-Atlantic,Female,62,Yes
499442962,262,3.19,1,3.19,Mid-Atlantic,Male,32,No
253985469,127,4.79,1,4.79,West,Female,33,Yes
2515447301,185,6.08,2,2.79,South-West,Female,43,Yes
3399949437,38,3.79,1,3.79,South-East,Female,47,No
2451443464,107,3.99,1,3.99,Mid-Atlantic,Male,33,No
428008793,173,5.99,2,2.99,Mid-West,Female,67,No
2601014412,36,35.93,4,7.98,Mid-Atlantic,Female,34,Yes
3998645684,163,13.27,2,7.98,Mid-Atlantic,Female,58,Yes
370637677,205,3.49,1,3.49,South-West,Female,52,Yes
4619889836,43,3.79,1,3.79,Mid-Atlantic,Female,22,Yes
2812895970,73,9.17,2,3.19,South-East,Male,43,No
693016250,235,3.39,1,3.39,West,Female,45,Yes
4641468468,21,3.69,1,3.69,South-East,Female,62,No
1887581275,39,3.59,1,3.59,West,Male,26,No
120884731,55,64.07,15,8.8,South-East,Female,42,Yes
4634181210,46,11.77,3,3.99,Mid-Atlantic,Female,43,Yes
564250198,176,11.27,3,3.99,Mid-Atlantic,Female,37,No
4641650390,28,53.83,10,5.98,Mid-West,Female,63,Yes
498034015,228,3.99,1,3.99,Mid-Atlantic,Male,47,Yes
2693521936,87,14.87,4,2.97,South-East,Female,39,No
600141421,75,4,1,4,Mid-Atlantic,Female,27,No
3404772192,172,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
3008647539,111,8.73,2,5.54,Mid-Atlantic,Female,33,No
304002147,207,8.38,2,3.49,South-West,Male,43,No
4624248074,46,3.99,1,3.99,South-East,Male,37,No
874696380,55,5.88,2,2.62,South-East,Female,30,Yes
611816886,149,10.27,3,2.99,North-West,Female,47,Yes
497070143,130,3.98,1,3.98,Mid-Atlantic,Female,42,Yes
702184288,165,13.26,4,2.79,West,Female,46,Yes
2795484226,109,11.17,3,3.99,Mid-Atlantic,Male,48,Yes
496942757,321,3.33,1,3.33,Mid-Atlantic,Male,32,No
498477246,141,3.19,1,3.19,Mid-Atlantic,Female,37,Yes
4618193289,246,3.59,1,3.59,Mid-West,Male,37,No
3964049189,113,4.09,1,4.09,North-West,Male,42,No
1839134755,211,6.98,2,3.69,Mid-Atlantic,Female,46,Yes
3836094383,215,3.39,1,3.39,Mid-West,Male,57,No
3652096821,51,9.78,2,4.99,West,Female,62,Yes
2318757291,149,6.98,2,3.49,South-East,Female,33,No
3843528994,77,17.5,4,5,West,Female,48,Yes
498034776,53,15.66,4,3.99,Mid-Atlantic,Male,43,Yes
495894559,48,6,2,6,Mid-Atlantic,Female,52,Yes
2525729916,184,4.19,1,4.19,West,Female,33,No
702803064,165,5.29,2,2.79,West,Male,45,Yes
496551589,102,5.96,2,2.77,Mid-Atlantic,Female,42,Yes
2330791064,56,7.78,2,7.78,South-East,Male,33,No
609178949,326,6.18,1,6.18,South-West,Male,42,No
2201896301,161,7.38,2,2.99,Mid-Atlantic,Female,33,No
4626966292,151,3.39,1,3.39,Mid-Atlantic,Male,32,No
2710977557,138,3.49,1,3.49,West,Male,43,Yes
603476238,222,3.99,1,3.99,Mid-Atlantic,Female,47,Yes
498318065,168,6.48,2,3.19,Mid-Atlantic,Female,42,Yes
473346463,183,9.98,3,3.49,South-East,Female,32,Yes
2553266641,19,13.68,5,2.89,West,Female,39,No
575695890,43,3.99,1,3.99,Mid-Atlantic,Female,27,Yes
501157848,318,3.99,1,3.99,Mid-Atlantic,Female,22,No
1843766077,181,6.48,2,3.19,Mid-Atlantic,Female,26,Yes
2309521751,46,3.29,1,3.29,Mid-West,Female,33,No
4624766656,40,29.03,6,3.89,Mid-Atlantic,Female,38,Yes
562547373,186,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
497604310,265,7.18,2,3.99,Mid-Atlantic,Female,27,No
3854454041,299,4.49,1,4.49,South-East,Male,32,No
310935181,146,6.49,2,3.49,South-West,Male,43,No
431312463,277,3.29,1,3.29,Mid-West,Male,47,No
2667314427,201,16.15,2,9.57,Mid-Atlantic,Male,34,No
1961878280,194,3.04,1,3.04,Mid-West,Female,36,No
563575832,34,18.65,6,2.99,Mid-Atlantic,Female,23,No
556389769,242,3.29,1,3.29,Mid-Atlantic,Male,52,Yes
560270798,91,6.28,2,2.99,Mid-Atlantic,Male,22,No
497879790,299,6.58,1,6.58,Mid-Atlantic,Female,32,No
3547997382,138,6.25,2,2.5,West,Female,32,No
4173441806,165,5.88,2,2.94,West,Female,57,Yes
583465708,201,8.38,2,3.99,Mid-Atlantic,Female,37,Yes
3698451362,241,3.29,1,3.29,Mid-West,Female,37,No
4616992365,56,3.99,1,3.99,Mid-West,Male,57,No
3010129989,150,9.45,3,3.29,North-West,Male,23,No
2575145192,211,17.95,2,10.77,West,Male,54,Yes
584185321,229,3.99,1,3.99,Mid-Atlantic,Female,27,No
500044419,234,3.29,1,3.29,Mid-Atlantic,Female,32,No
3580555185,242,6.98,2,3.49,South-East,Male,47,Yes
715218002,238,3.39,1,3.39,West,Female,50,Yes
4621539744,136,4.49,1,4.49,Mid-Atlantic,Male,52,Yes
563158696,183,3.19,1,3.19,Mid-Atlantic,Female,37,No
2502426670,257,3.79,1,3.79,West,Male,43,Yes
560947618,46,3.99,1,3.99,Mid-Atlantic,Female,22,No
218409477,30,830.09,177,4.49,Mid-Atlantic,Female,34,Yes
2468848439,68,5.93,2,2.99,West,Female,58,Yes
267030737,39,3.79,1,3.79,South-East,Female,33,Yes
4627814001,251,8.98,1,8.98,Mid-Atlantic,Female,32,No
561951316,89,14.16,4,2.99,Mid-Atlantic,Female,48,Yes
565182535,109,13.14,4,2.77,Mid-Atlantic,Male,38,No
500373023,199,11.27,3,3.99,Mid-Atlantic,Female,37,No
606987154,241,8.98,2,4.49,South-East,Female,42,Yes
472209246,98,15.57,5,4.69,West,Female,68,Yes
2462273535,258,3.99,1,3.99,Mid-Atlantic,Male,53,Yes
562900214,96,7.18,2,3.99,Mid-Atlantic,Male,27,No
460503475,185,6.88,2,3.59,West,Male,52,Yes
2526910692,41,3.29,1,3.29,Mid-Atlantic,Male,28,Yes
496691805,104,45.99,6,8.31,Mid-Atlantic,Female,33,Yes
4633179389,245,3.99,1,3.99,Mid-West,Female,42,No
4625462529,29,14.97,3,4.99,Mid-Atlantic,Male,43,Yes
4028534000,195,6.98,2,3.99,Mid-Atlantic,Male,37,No
144259889,19,7.74,4,3.49,South-East,Female,31,No
562835499,27,6.18,2,2.99,Mid-Atlantic,Male,17,Yes
342317740,245,8.58,2,3.59,West,Female,27,No
739713187,234,3.39,1,3.39,West,Male,25,No
4625583598,19,3.99,1,3.99,Mid-West,Female,62,Yes
262166483,133,22.05,5,3.99,Mid-Atlantic,Female,49,Yes
767436703,187,3.79,1,3.79,South-East,Male,45,No
312731698,158,6.98,1,6.98,South-West,Female,37,No
498418298,56,6,1,6,Mid-Atlantic,Female,27,No
1463520302,49,4.79,2,2.24,West,Male,51,Yes
3634889407,239,3.69,1,3.69,West,Male,57,Yes
563252227,260,6.38,2,6.38,Mid-Atlantic,Female,17,Yes
107773246,219,3.57,1,3.57,North-East,Male,36,No
4621580520,89,4.39,1,4.39,Mid-West,Male,42,Yes
255803333,197,4.69,1,4.69,South-West,Female,38,Yes
121356385,20,8.48,2,4.99,South-East,Female,21,Yes
2892407404,220,5.29,1,5.29,Mid-Atlantic,Male,43,Yes
567990175,265,8.18,2,4.09,Mid-Atlantic,Male,32,No
4346329789,149,9.09,2,9.09,Mid-West,Male,67,No
686762691,37,19.05,5,3.49,North-West,Female,41,No
680260172,144,7.28,2,3.59,West,Female,45,Yes
4133140372,60,4,1,4,Mid-Atlantic,Male,47,Yes
694001422,81,3.44,1,3.44,West,Female,60,Yes
736335037,41,3.99,1,3.99,South-East,Female,30,Yes
401081442,20,15.98,6,2.5,West,Female,63,Yes
598478109,228,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
575639253,37,7.58,2,4.59,North-East,Male,47,Yes
583813964,45,14.57,3,5.29,Mid-Atlantic,Female,38,Yes
4622466279,348,3.89,1,3.89,South-East,Male,57,No
2943818490,59,6,1,6,Mid-Atlantic,Female,28,No
3448634696,64,14.06,5,2.89,Mid-Atlantic,Female,53,Yes
450038247,55,6.78,2,3.99,West,Male,47,Yes
3580515278,29,7.08,2,3.09,South-West,Male,42,No
563140240,264,3.19,1,3.19,Mid-Atlantic,Male,27,No
3346761486,37,3.45,1,3.45,Mid-West,Female,62,No
609211974,88,4.69,1,4.69,South-East,Male,22,No
766122986,137,5.98,2,2.79,South-West,Female,30,No
3577552001,30,5.7,2,3.08,South-East,Female,42,No
2743427856,342,4.39,1,4.39,Mid-Atlantic,Male,38,No
564456331,270,3.19,1,3.19,Mid-Atlantic,Male,32,No
3658333800,157,6.98,2,2.99,Mid-Atlantic,Male,42,Yes
738601638,67,3.19,1,3.19,South-West,Male,40,Yes
142075696,97,5.98,2,2.99,South-East,Male,36,No
768402054,191,3.29,1,3.29,North-West,Female,35,No
2770099204,217,4.69,1,4.69,West,Female,38,No
613053968,35,9.38,2,4.69,South-East,Male,22,Yes
678394385,143,3.59,1,3.59,West,Female,40,No
2604082401,241,3.99,1,3.99,Mid-Atlantic,Male,38,No
557189845,48,20.24,6,3.99,Mid-Atlantic,Male,33,No
3692485823,219,6.9,2,3.45,Mid-West,Female,47,No
3514434272,32,3.99,1,3.99,North-West,Male,57,No
2795886095,185,3.99,1,3.99,Mid-Atlantic,Female,38,No
1893728694,24,34.64,9,3.25,Mid-West,Female,72,No
687869188,16,25.53,7,3.69,West,Male,36,No
660896521,39,12.37,3,3.99,Mid-Atlantic,Female,41,Yes
497589398,148,7.98,1,7.98,Mid-Atlantic,Female,42,Yes
419418873,337,4.49,1,4.49,Mid-Atlantic,Male,37,No
3561921183,79,8.39,2,4,Mid-Atlantic,Female,62,Yes
473952049,277,3.59,1,3.59,West,Male,37,No
1945612691,329,3.09,1,3.09,Mid-West,Female,41,No
1606247939,36,5.83,2,2.89,West,Male,36,No
4203760255,29,10.58,2,5.29,Mid-Atlantic,Female,37,No
4611832721,17,7.65,2,3.99,South-East,Female,57,Yes
4642484680,158,7.98,2,3.99,Mid-Atlantic,Male,37,No
2918775734,127,4.95,2,4.95,Mid-West,Male,53,No
498070229,98,12.02,3,5.54,Mid-Atlantic,Female,28,Yes
495876938,235,9.87,1,9.87,Mid-Atlantic,Male,37,No
495751315,299,3.99,1,3.99,Mid-Atlantic,Female,32,No
4627876890,188,3.59,1,3.59,Mid-West,Female,42,No
439522595,159,3.3,1,3.3,West,Male,42,Yes
677858710,240,9.57,3,3.39,West,Male,50,Yes
721136663,348,6.48,2,2.99,South-East,Male,35,No
533699137,152,10.39,2,7.1,Mid-West,Female,57,No
578891048,186,6.99,1,6.99,South-East,Female,42,No
1726096769,76,28.68,10,2.24,West,Female,32,No
919609951,114,16.3,4,4.48,West,Female,46,Yes
439645230,103,3.49,1,3.49,West,Female,42,Yes
120967603,55,3.99,1,3.99,South-East,Male,36,No
4634065309,92,3.79,1,3.79,Mid-Atlantic,Female,32,Yes
718350392,203,3.39,1,3.39,West,Female,45,Yes
498328979,135,7.98,2,3.99,Mid-Atlantic,Female,32,Yes
3350026911,127,3.99,1,3.99,Mid-Atlantic,Male,32,No
2452096726,263,3.29,1,3.29,West,Female,33,No
450164296,122,7.5,2,5,West,Male,47,Yes
1822927486,244,6.58,2,6.58,Mid-Atlantic,Female,46,Yes
495868222,168,3.19,1,3.19,Mid-Atlantic,Male,27,No
4621854237,182,3.49,1,3.49,South-East,Female,27,Yes
500823881,234,3.29,1,3.29,Mid-Atlantic,Female,37,No
3875406657,150,7.98,2,3.99,Mid-Atlantic,Female,37,No
4621521502,91,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
2576588323,159,3.19,1,3.19,Mid-Atlantic,Male,43,Yes
3620208579,217,4.64,1,4.64,Mid-West,Female,52,No
4639493168,15,19.95,4,7.98,Mid-West,Male,73,No
638235922,49,9.97,4,2.24,West,Female,27,Yes
2518848804,203,6.02,2,2.94,North-West,Female,23,No
495249013,126,8.57,3,1.99,Mid-Atlantic,Female,47,Yes
572871979,80,30.46,5,5.94,South-East,Male,63,No
4623564404,54,15.96,3,3.99,Mid-Atlantic,Female,43,Yes
620736303,37,5.19,1,5.19,South-East,Male,42,No
2226065791,219,3.99,1,3.99,Mid-Atlantic,Male,28,No
141255085,49,3.49,1,3.49,South-East,Female,41,No
459428940,18,5,2,5,West,Female,27,Yes
4134681792,30,15.95,3,5.98,Mid-Atlantic,Female,43,Yes
599160830,338,3.99,1,3.99,Mid-Atlantic,Female,37,No
4623245758,181,29.13,6,4.39,Mid-West,Female,58,No
558243099,248,3.99,1,3.99,Mid-Atlantic,Male,32,Yes
123741985,87,9.14,3,2.66,South-East,Male,36,No
309606044,362,3.79,1,3.79,South-West,Male,38,No
516185580,135,3.69,1,3.69,South-East,Male,52,No
682647800,65,6.83,2,3.44,West,Male,30,No
602260625,148,3.99,1,3.99,Mid-Atlantic,Male,32,Yes
561411265,194,3.19,1,3.19,Mid-Atlantic,Male,47,Yes
312464250,99,27.24,4,4.69,South-West,Female,53,No
749172285,102,6.08,2,2.99,South-West,Female,55,Yes
1745791906,157,10.58,2,5.29,Mid-Atlantic,Male,46,Yes
1890917361,181,11.97,3,3.99,Mid-West,Male,57,No
596721263,53,24.14,6,3.99,Mid-Atlantic,Female,38,No
584854405,249,3.99,1,3.99,Mid-Atlantic,Female,52,Yes
704982171,99,3.79,1,3.79,South-East,Male,40,No
139176166,87,3.49,1,3.49,North-East,Female,26,No
308985358,179,3.49,1,3.49,South-West,Male,33,No
2953382647,17,12.56,3,5.98,West,Male,39,No
608555866,218,4.49,1,4.49,South-East,Female,47,No
2278243201,224,13.76,3,10.47,Mid-Atlantic,Male,49,Yes
1796918315,57,19.54,5,3.19,South-East,Female,32,No
3341251663,109,3.59,1,3.59,West,Male,47,Yes
4624966482,326,3.99,1,3.99,Mid-West,Female,42,No
626798835,182,11.28,2,5.69,South-East,Male,52,No
592323951,27,20.28,6,2.98,West,Female,28,Yes
4633745387,180,3.79,1,3.79,Mid-Atlantic,Female,42,Yes
663044192,33,15.12,3,3.59,West,Female,41,Yes
1920071601,123,7.68,2,3.19,Mid-Atlantic,Male,36,No
583238295,25,16.36,4,3.99,Mid-Atlantic,Male,33,No
2678702464,237,6.58,1,6.58,West,Female,43,Yes
600409917,37,16.36,4,3.99,Mid-Atlantic,Male,63,Yes
4639013165,205,7.98,2,3.99,Mid-West,Female,37,Yes
4631833018,180,3.99,1,3.99,Mid-West,Female,47,No
2596452319,54,5.04,2,2.79,North-West,Female,33,Yes
4109526931,19,8.54,3,3.56,South-East,Male,32,No
4632314732,216,3.35,1,3.35,South-East,Male,52,No
3995995194,75,8.28,2,4.19,South-West,Male,52,No
211314822,127,7.47,2,2.49,Mid-West,Male,68,No
617407750,267,4.49,1,4.49,South-East,Male,37,No
2202890510,18,3.79,1,3.79,West,Male,23,No
2876635049,44,26.58,9,2.99,West,Female,49,Yes
462432425,199,5,1,5,West,Female,62,Yes
2693543910,20,5.79,2,2.5,West,Female,58,Yes
495258986,31,11.97,3,3.99,Mid-Atlantic,Female,48,Yes
2410000475,328,3.89,1,3.89,South-West,Male,43,No
500563942,172,3.19,1,3.19,Mid-Atlantic,Female,22,Yes
2318849105,131,10.67,2,3.69,South-East,Female,48,Yes
1190158318,66,9.37,3,2.99,West,Female,51,Yes
619426213,47,3.66,1,3.66,South-East,Female,27,No
3017543654,22,6.58,2,3.29,West,Male,48,Yes
4627460885,87,12.47,3,3.99,Mid-West,Male,53,Yes
595459039,286,3.99,1,3.99,Mid-Atlantic,Male,27,No
3627761023,127,8.74,3,3.29,West,Female,37,No
495828331,132,12.56,3,6.38,Mid-Atlantic,Female,38,No
558291567,130,13.66,4,1.99,Mid-Atlantic,Female,63,Yes
4627962022,145,15.86,4,3.79,Mid-Atlantic,Female,38,Yes
600992448,87,4,1,4,Mid-Atlantic,Male,37,No
2317491516,94,6.48,2,2.99,South-East,Male,33,No
496884827,39,14.26,3,11.07,Mid-Atlantic,Male,38,No
2436045938,180,3.29,1,3.29,West,Male,58,Yes
496196670,53,15.54,5,3,Mid-Atlantic,Female,48,Yes
4625913791,47,9.38,2,4.69,Mid-West,Female,57,No
722529974,66,12.86,4,3.49,North-West,Female,56,Yes
4641799482,27,3.99,1,3.99,Mid-West,Male,57,No
4631219388,94,4.49,1,4.49,Mid-Atlantic,Female,47,Yes
4621272634,39,12.56,2,2.99,Mid-West,Female,53,Yes
459547077,159,20.25,5,6.98,West,Male,58,Yes
462007184,177,3.59,1,3.59,West,Male,57,Yes
744045003,157,3.59,1,3.59,West,Female,65,Yes
685535941,203,4.79,1,4.79,North-East,Female,40,Yes
2318811667,138,7.18,2,3.69,South-East,Male,38,Yes
2709408506,354,4.59,1,4.59,Mid-Atlantic,Female,38,No
1214918444,113,5.28,2,2.62,South-East,Male,61,No
4637342945,79,19.75,5,3.99,Mid-Atlantic,Male,38,Yes
1948387270,139,4.36,2,1.67,Mid-West,Male,36,Yes
600838442,37,44.7,10,3.99,Mid-Atlantic,Female,28,Yes
1792258374,17,3.99,1,3.99,Mid-Atlantic,Male,51,Yes
494892451,335,9.77,3,3.19,Mid-Atlantic,Female,32,No
467590913,26,12.96,4,2.99,South-West,Male,53,No
452072078,217,3.29,1,3.29,West,Female,37,No
311825207,248,7.28,2,3.49,South-West,Male,42,Yes
565147863,63,40.54,7,5.98,Mid-Atlantic,Male,23,No
255203082,133,3.19,1,3.19,Mid-Atlantic,Male,48,Yes
3341680228,272,3.59,1,3.59,South-West,Male,42,Yes
1757524528,157,8.78,2,5.49,North-East,Male,51,Yes
4638540912,216,3.89,1,3.89,Mid-Atlantic,Female,42,Yes
2599219554,43,6.49,2,3.49,North-West,Male,33,No
498402099,184,6.38,1,6.38,Mid-Atlantic,Female,32,Yes
2801665804,198,6.48,2,3.19,Mid-Atlantic,Male,53,Yes
140547335,183,3.29,1,3.29,South-East,Male,36,No
2420893478,153,3.29,1,3.29,West,Male,43,Yes
743852837,73,5.48,2,2.99,North-East,Female,50,Yes
4633711505,86,8.49,1,8.49,Mid-West,Male,37,Yes
2306953257,281,5.68,2,3.18,South-East,Female,43,No
558337170,19,7.98,2,3.99,Mid-Atlantic,Female,42,Yes
474041098,34,18.07,6,2.5,West,Female,43,Yes
500722888,29,23.34,4,5.98,Mid-Atlantic,Female,38,No
1787328118,89,11.27,3,3.99,West,Male,31,No
4110543895,116,3.59,1,3.59,North-West,Female,27,Yes
596197085,220,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
495149650,95,7.98,1,7.98,Mid-Atlantic,Male,32,No
2216361705,200,5.29,1,5.29,Mid-Atlantic,Male,48,Yes
2682791717,118,3.99,1,3.99,Mid-Atlantic,Female,33,No
579775684,93,23.45,3,3.49,South-East,Female,38,No
499756443,43,6.38,2,3.19,Mid-Atlantic,Female,22,Yes
4626035437,165,3.59,1,3.59,Mid-West,Female,37,Yes
4622642921,284,3.99,1,3.99,Mid-West,Female,57,No
2797441459,46,3.99,1,3.99,South-East,Male,33,No
400678349,19,5.29,2,2.5,West,Female,47,Yes
565942885,212,3.99,1,3.99,Mid-Atlantic,Male,32,Yes
497682822,148,9.77,2,3.19,Mid-Atlantic,Female,47,Yes
3586968298,136,3.39,1,3.39,West,Male,47,Yes
874168532,53,3.24,1,3.24,South-East,Female,40,No
254277348,177,6,2,6,West,Male,33,Yes
611493916,135,8.57,3,2.79,Mid-West,Male,47,No
123528873,20,26.42,4,10.47,South-East,Male,57,No
579517031,107,9.68,2,4.09,South-East,Male,52,No
496745872,81,3.99,1,3.99,Mid-Atlantic,Female,27,Yes
4630837058,183,3.79,1,3.79,Mid-Atlantic,Female,37,Yes
309975691,251,10.67,3,3.49,South-West,Female,53,No
557179461,226,3.29,1,3.29,Mid-Atlantic,Female,47,Yes
592400666,20,7.16,2,4.18,West,Male,32,No
4629051242,64,3.19,1,3.19,Mid-West,Male,57,No
4103158639,73,6,2,3,South-West,Female,42,No
1752277057,67,24.55,2,13.57,North-East,Male,27,No
677684464,215,11.07,2,3.69,West,Male,50,Yes
2660298597,189,5.81,2,2.68,North-West,Female,38,No
2441154007,23,9.87,3,3.29,West,Male,43,Yes
115503606,77,6.98,2,3.49,South-East,Female,26,Yes
3973345837,206,3.99,1,3.99,Mid-Atlantic,Female,27,Yes
497380685,201,3.99,1,3.99,Mid-Atlantic,Female,27,Yes
4629981059,101,3.19,1,3.19,South-East,Male,37,No
2952217722,215,6.98,2,3.49,West,Female,43,Yes
597525733,159,14.96,2,2.99,Mid-Atlantic,Female,53,Yes
728552618,55,11.26,4,2.99,North-East,Male,35,No
495939367,89,9.05,3,2.99,Mid-Atlantic,Female,37,No
452510557,124,17.39,4,2.5,West,Male,48,Yes
4633611442,222,3.49,1,3.49,South-East,Female,42,No
578276676,266,9.88,2,3.79,South-East,Female,32,No
3688030704,349,4.39,1,4.39,Mid-Atlantic,Male,37,No
3333651775,169,18.89,6,2.39,West,Female,83,Yes
561586701,96,16.63,5,2.77,Mid-Atlantic,Female,38,Yes
558340622,97,21.15,4,11.08,Mid-Atlantic,Male,43,Yes
583325685,146,4.39,1,4.39,Mid-Atlantic,Male,22,No
4634438929,74,11.97,2,3.99,Mid-West,Female,48,Yes
121635678,77,3.49,1,3.49,South-East,Male,21,No
4637363959,126,3.79,1,3.79,Mid-Atlantic,Male,27,No
496910771,181,3.19,1,3.19,Mid-Atlantic,Male,42,Yes
435241686,120,7.18,2,3.59,West,Female,27,Yes
768704604,22,11.07,3,3.69,West,Female,45,Yes
529599317,156,8.28,2,4.29,Mid-West,Male,42,No
495703928,162,13.66,3,6.38,Mid-Atlantic,Female,38,No
4638369019,68,3.99,1,3.99,Mid-West,Female,47,Yes
404428713,233,3.49,1,3.49,South-West,Female,47,Yes
497402917,56,6.19,2,3,Mid-Atlantic,Male,17,Yes
310545910,156,3.49,1,3.49,South-West,Female,38,Yes
723183245,75,6.18,2,3.09,Mid-West,Male,60,No
4088973670,133,3.69,1,3.69,South-East,Female,42,Yes
2666727921,96,3.09,1,3.09,North-West,Male,33,No
600802875,81,8,2,8,Mid-Atlantic,Male,32,No
557366439,209,11.17,3,3.69,Mid-Atlantic,Female,32,Yes
595916811,171,3.99,1,3.99,Mid-Atlantic,Female,32,No
2327686097,192,6,2,3,North-West,Female,53,No
4631263842,179,7.98,2,3.99,Mid-Atlantic,Female,37,Yes
311188346,155,13.07,2,9.58,South-West,Male,58,No
1805812539,187,3.99,1,3.99,Mid-Atlantic,Male,36,No
2435039080,55,11.27,3,3.29,West,Female,33,No
4191431200,69,3.75,1,3.75,South-East,Male,37,No
309020406,341,3.49,1,3.49,South-West,Female,33,No
3352077377,49,3.5,1,3.5,Mid-Atlantic,Female,47,Yes
496274699,45,19.34,6,2.99,Mid-Atlantic,Male,58,Yes
2955200728,144,9.47,3,2.99,South-East,Female,33,No
495364093,170,7.18,2,3.99,Mid-Atlantic,Male,32,No
488790805,249,7.58,1,7.58,Mid-Atlantic,Male,47,Yes
4631542005,99,3.79,1,3.79,Mid-Atlantic,Male,27,No
500643105,118,7.49,1,7.49,Mid-Atlantic,Female,27,No
4631631883,60,7.58,2,3.79,Mid-Atlantic,Female,32,Yes
4279480934,110,11.97,3,4.99,South-East,Female,53,Yes
4637930229,37,3.99,1,3.99,Mid-West,Female,37,No
1671734304,64,5.98,2,2.99,West,Male,66,Yes
2894018191,41,3.49,1,3.49,North-West,Female,33,Yes
468898793,16,13.66,3,5.29,West,Male,43,Yes
4017544235,90,3.79,1,3.79,North-East,Female,37,Yes
1896342631,54,19.15,4,4.69,South-East,Male,47,No
4618237677,34,7.98,2,3.99,Mid-Atlantic,Female,47,Yes
583167389,275,3.99,1,3.99,Mid-Atlantic,Female,32,No
582835481,138,25.55,5,5.29,Mid-Atlantic,Female,23,Yes
613993053,61,6.18,2,3.19,South-East,Female,32,No
733759495,95,14.16,4,3.39,West,Female,51,Yes
498022298,166,3.19,1,3.19,Mid-Atlantic,Male,27,No
605047405,54,28.47,5,5.69,South-East,Male,48,No
716814168,84,11.86,4,3.09,Mid-West,Male,66,No
144876200,70,3.6,4,3.19,North-East,Male,36,No
499409809,119,32.43,7,7.49,Mid-Atlantic,Female,33,Yes
3521698130,149,17.95,3,3.59,West,Male,58,Yes
567111456,34,10.28,2,4.79,Mid-Atlantic,Male,32,No
2956218971,126,7.49,1,7.49,Mid-Atlantic,Male,38,No
4636505497,173,4.49,1,4.49,South-East,Male,62,No
754739560,111,7.58,2,3.29,North-West,Female,40,Yes
246305154,232,3.49,1,3.49,Mid-Atlantic,Male,43,Yes
598568358,46,3.99,1,3.99,Mid-Atlantic,Male,37,Yes
4634638130,51,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
4620493875,78,3.89,1,3.89,Mid-Atlantic,Male,37,No
4632720401,54,11.97,3,4.39,Mid-West,Female,58,No
2191970171,73,3.49,1,3.49,West,Female,38,No
4625879971,132,3.99,1,3.99,Mid-West,Female,47,Yes
